Input_Size,Time_ms
32,0.411562
64,0.322216
128,0.287853
256,0.247138
512,0.281661
1024,0.274348
2048,0.27577
4096,0.299414
8192,0.39403
16384,0.595573
32768,0.878486
65536,1.71744
131072,4.70826
262144,6.62464
524288,13.5869
1048576,37.1549
2097152,154.311
4194304,356.291
8388608,724.14
16777216,1527.4
