Input_Size,Time_ms
32,0.011731
64,0.001363
128,0.002214
256,0.004358
512,0.008876
1024,0.018704
2048,0.040213
4096,0.087638
8192,0.206754
16384,0.4312
32768,0.968492
65536,2.18332
131072,4.61125
262144,9.82305
524288,20.7184
1048576,50.8668
2097152,153.947
4194304,358.25
8388608,776.49
16777216,1612.75
