Input_Size,Time_ms
32,0.537504
64,0.379403
128,0.364991
256,0.397493
512,0.333651
1024,0.324831
2048,0.399186
4096,0.482823
8192,0.417528
16384,0.557358
32768,0.726253
65536,1.3469
131072,3.28347
262144,4.38983
524288,13.6489
1048576,39.0365
2097152,143.314
4194304,352.309
8388608,755.999
16777216,1587.19
