Input_Size,Time_ms
32,0.011324
64,0.001383
128,0.002195
256,0.004079
512,0.008668
1024,0.018579
2048,0.040414
4096,0.104841
8192,0.190631
16384,0.415713
32768,0.982033
65536,2.19335
131072,4.64413
262144,9.92938
524288,20.5702
1048576,49.8134
2097152,156.461
4194304,361.88
8388608,775.761
16777216,1623.69
