Input_Size,Time_ms
32,0.012122
64,0.001363
128,0.002194
256,0.004318
512,0.008766
1024,0.018685
2048,0.040144
4096,0.087722
8192,0.190481
16384,0.429562
32768,0.967204
65536,2.20102
131072,4.63503
262144,9.81477
524288,20.6599
1048576,47.7618
2097152,157.758
4194304,362.241
8388608,777.093
16777216,1627.35
