Input_Size,Time_ms
32,0.067377
64,0.001383
128,0.002214
256,0.004068
512,0.008597
1024,0.018645
2048,0.040045
4096,0.087504
8192,0.189986
16384,0.4104
32768,0.97002
65536,2.18087
131072,4.64756
262144,9.8257
524288,21.977
1048576,57.4409
2097152,160.945
4194304,363.016
8388608,775.126
16777216,1616.77
