Input_Size,Time_ms
32,1.09079
64,0.841338
128,0.775825
256,0.753694
512,0.770475
1024,0.773451
2048,0.785773
4096,0.939301
8192,0.908063
16384,1.13079
32768,1.35744
65536,2.06849
131072,4.32627
262144,6.13752
524288,13.7967
1048576,34.7329
2097152,153.833
4194304,381.062
8388608,821.644
16777216,1729.45
