# started on Sun Nov 30 11:44:25 2025

11634400455,,cycles:u,2491985761,83.00,,
20379818630,,instructions:u,2492056624,83.00,1.75,insn per cycle
485353665,,cache-references:u,2491965719,83.00,,
36290387,,cache-misses:u,2492747087,83.00,7.48,of all cache refs
2413233156,,branch-instructions:u,2492978514,83.00,,
3259430,,branch-misses:u,2492805155,83.00,0.14,of all branches
