# started on Sun Nov 30 14:06:30 2025

5831224592,,cpu_atom/cycles/u,33344784,0,00,,
13930055383,,cpu_core/cycles/u,3541628647,99,00,,
15485908411,,cpu_atom/instructions/u,33344784,0,00,2,insn per cycle
22182658834,,cpu_core/instructions/u,3541628647,99,00,1,insn per cycle
269614567,,cpu_atom/cache-references/u,33344784,0,00,,
219437140,,cpu_core/cache-references/u,3541628647,99,00,,
202232555,,cpu_atom/cache-misses/u,33344784,0,00,75,of all cache refs
175293522,,cpu_core/cache-misses/u,3541628647,99,00,79,of all cache refs
1419448616,,cpu_atom/branch-instructions/u,33344784,0,00,,
2392156190,,cpu_core/branch-instructions/u,3541628647,99,00,,
821997,,cpu_atom/branch-misses/u,33344784,0,00,0,of all branches
2144590,,cpu_core/branch-misses/u,3541628647,99,00,0,of all branches
