# started on Sun Nov 30 14:06:38 2025

14403164081,,cpu_atom/cycles/u,765630856,16,00,,
18051659568,,cpu_core/cycles/u,3983390193,83,00,,
21284928854,,cpu_atom/instructions/u,765630856,16,00,1,insn per cycle
22281768168,,cpu_core/instructions/u,3983390193,83,00,1,insn per cycle
351375669,,cpu_atom/cache-references/u,765630856,16,00,,
198242545,,cpu_core/cache-references/u,3983390193,83,00,,
320984207,,cpu_atom/cache-misses/u,765630856,16,00,91,of all cache refs
176507202,,cpu_core/cache-misses/u,3983390193,83,00,89,of all cache refs
2036550757,,cpu_atom/branch-instructions/u,765630856,16,00,,
2449915843,,cpu_core/branch-instructions/u,3983390193,83,00,,
617378,,cpu_atom/branch-misses/u,765630856,16,00,0,of all branches
2462882,,cpu_core/branch-misses/u,3983390193,83,00,0,of all branches
