# started on Sun Nov 30 14:06:34 2025

11252384336,,cpu_atom/cycles/u,171301607,3,00,,
16664092471,,cpu_core/cycles/u,4192918383,96,00,,
22984009849,,cpu_atom/instructions/u,171301607,3,00,2,insn per cycle
22085335904,,cpu_core/instructions/u,4192918383,96,00,1,insn per cycle
416241207,,cpu_atom/cache-references/u,171301607,3,00,,
214777509,,cpu_core/cache-references/u,4192918383,96,00,,
339682984,,cpu_atom/cache-misses/u,171301607,3,00,81,of all cache refs
186341581,,cpu_core/cache-misses/u,4192918383,96,00,86,of all cache refs
2207364948,,cpu_atom/branch-instructions/u,171301607,3,00,,
2390357695,,cpu_core/branch-instructions/u,4192918383,96,00,,
1009366,,cpu_atom/branch-misses/u,171301607,3,00,0,of all branches
2193949,,cpu_core/branch-misses/u,4192918383,96,00,0,of all branches
