# started on Sun Nov 30 14:06:17 2025

16651567250,,cpu_atom/cycles/u,1488736194,27,00,,
19729039189,,cpu_core/cycles/u,3937640694,72,00,,
18723402109,,cpu_atom/instructions/u,1488736194,27,00,1,insn per cycle
23406246101,,cpu_core/instructions/u,3937640694,72,00,1,insn per cycle
307830945,,cpu_atom/cache-references/u,1488736194,27,00,,
197767537,,cpu_core/cache-references/u,3937640694,72,00,,
283593677,,cpu_atom/cache-misses/u,1488736194,27,00,92,of all cache refs
180322617,,cpu_core/cache-misses/u,3937640694,72,00,91,of all cache refs
1807041988,,cpu_atom/branch-instructions/u,1488736194,27,00,,
2601269881,,cpu_core/branch-instructions/u,3937640694,72,00,,
635519,,cpu_atom/branch-misses/u,1488736194,27,00,0,of all branches
2951813,,cpu_core/branch-misses/u,3937640694,72,00,0,of all branches
