Input_Size,Time_ms
32,3.39399
64,1.23294
128,1.27564
256,0.903612
512,0.964963
1024,1.18816
2048,1.13917
4096,1.39344
8192,2.18627
16384,3.63767
32768,3.59312
65536,5.35432
131072,8.25891
262144,23.5534
524288,93.2826
1048576,84.2151
2097152,164.753
4194304,391.716
8388608,602.541
16777216,1127.78
