Input_Size,Time_ms
32,0.018357
64,0.003924
128,0.007295
256,0.014705
512,0.030636
1024,0.066471
2048,0.143697
4096,0.314051
8192,0.683611
16384,1.6085
32768,3.77875
65536,6.2861
131072,12.9482
262144,19.0452
524288,35.6818
1048576,104.253
2097152,212.883
4194304,431.252
8388608,872.78
16777216,1470.78
