Input_Size,Time_ms
32,0.609115
64,0.19698
128,0.160374
256,0.143343
512,0.158698
1024,0.219196
2048,0.430959
4096,0.297382
8192,0.41412
16384,0.546906
32768,0.954132
65536,2.63616
131072,5.05183
262144,7.64843
524288,44.8366
1048576,99.595
2097152,180.096
4194304,312.361
8388608,615.802
16777216,1421.34
