Input_Size,Time_ms
32,0.507012
64,0.502047
128,0.303805
256,0.238958
512,0.324486
1024,0.516868
2048,1.14681
4096,0.683537
8192,1.07498
16384,2.35357
32768,3.78778
65536,6.17554
131072,19.3745
262144,31.9966
524288,51.4234
1048576,125.372
2097152,141.85
4194304,319.145
8388608,576.546
16777216,1233.01
