Input_Size,Time_ms
32,2.23423
64,1.23646
128,1.07757
256,0.969702
512,0.920738
1024,1.48477
2048,0.96415
4096,0.980644
8192,1.27183
16384,1.51797
32768,2.34021
65536,4.20061
131072,9.76892
262144,22.1867
524288,48.412
1048576,63.5994
2097152,169.199
4194304,290.354
8388608,571.589
16777216,1182.63
