Input_Size,Time_ms
32,1.22726
64,0.631632
128,0.616442
256,0.66062
512,0.793087
1024,0.87761
2048,1.18758
4096,1.34956
8192,1.38806
16384,2.4339
32768,3.4611
65536,11.319
131072,23.0008
262144,26.0359
524288,32.6306
1048576,61.5049
2097152,136.65
4194304,263.811
8388608,577.94
16777216,1205.22
