Input_Size,Time_ms
32,1.33878
64,0.781374
128,2.03927
256,0.771079
512,0.866712
1024,1.19933
2048,1.24264
4096,1.48814
8192,1.75201
16384,2.32046
32768,2.34072
65536,6.67668
131072,14.4046
262144,31.0996
524288,94.8947
1048576,61.5557
2097152,129.044
4194304,293.431
8388608,792.365
16777216,1120.25
