Linux 6.14.8-200.fc41.x86_64 (fedora) 	30.11.2025 	_x86_64_	(12 CPU)

14:06:34     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:06:35     all   40,38    0,00    3,27    0,00    0,50    0,63    0,00    0,00    0,00   55,22
14:06:35       0   48,48    0,00    5,05    0,00    1,01    1,01    0,00    0,00    0,00   44,44
14:06:35       2   41,84    0,00    2,04    0,00    0,00    1,02    0,00    0,00    0,00   55,10
14:06:35       4   55,56    0,00    3,03    0,00    0,00    1,01    0,00    0,00    0,00   40,40
14:06:35       6   57,14    0,00    6,12    0,00    0,00    1,02    0,00    0,00    0,00   35,71
14:06:35       8   31,00    0,00    2,00    0,00    1,00    0,00    0,00    0,00    0,00   66,00
14:06:35       9   28,71    0,00    2,97    0,00    0,99    0,99    0,00    0,00    0,00   66,34
14:06:35      10   29,00    0,00    3,00    0,00    1,00    0,00    0,00    0,00    0,00   67,00
14:06:35      11   32,00    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   66,00

14:06:35     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:06:36     all   43,43    0,00    4,04    0,00    0,51    0,00    0,00    0,00    0,00   52,02
14:06:36       0   68,37    0,00    3,06    0,00    0,00    0,00    0,00    0,00    0,00   28,57
14:06:36       2   45,45    0,00    2,02    0,00    1,01    0,00    0,00    0,00    0,00   51,52
14:06:36       4   44,00    0,00    5,00    0,00    1,00    0,00    0,00    0,00    0,00   50,00
14:06:36       6   59,60    0,00    9,09    0,00    1,01    0,00    0,00    0,00    0,00   30,30
14:06:36       8   31,63    0,00    4,08    0,00    0,00    0,00    0,00    0,00    0,00   64,29
14:06:36       9   32,00    0,00    4,00    0,00    0,00    0,00    0,00    0,00    0,00   64,00
14:06:36      10   33,33    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   64,65
14:06:36      11   33,33    0,00    3,03    0,00    1,01    0,00    0,00    0,00    0,00   62,63

14:06:36     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:06:37     all   36,73    0,00    1,64    0,00    0,38    0,25    0,00    0,00    0,00   61,01
14:06:37       0   32,00    0,00    2,00    0,00    1,00    1,00    0,00    0,00    0,00   64,00
14:06:37       2   34,00    0,00    2,00    0,00    1,00    0,00    0,00    0,00    0,00   63,00
14:06:37       4   33,67    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   64,29
14:06:37       6   99,01    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,99
14:06:37       8   25,00    0,00    2,00    0,00    1,00    0,00    0,00    0,00    0,00   72,00
14:06:37       9   22,68    0,00    1,03    0,00    0,00    0,00    0,00    0,00    0,00   76,29
14:06:37      10   23,23    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   74,75
14:06:37      11   23,00    0,00    2,00    0,00    0,00    1,00    0,00    0,00    0,00   74,00
