Linux 6.14.8-200.fc41.x86_64 (fedora) 	30.11.2025 	_x86_64_	(12 CPU)

14:06:17     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:06:18     all   18,24    0,00    2,96    0,00    0,51    0,34    0,00    0,00    0,00   77,96
14:06:18       0   19,19    0,00    4,04    0,00    1,01    1,01    0,00    0,00    0,00   74,75
14:06:18       1   22,45    0,00    3,06    0,00    0,00    1,02    0,00    0,00    0,00   73,47
14:06:18       2   14,14    0,00    3,03    0,00    1,01    0,00    0,00    0,00    0,00   81,82
14:06:18       3   12,87    0,00    1,98    0,00    0,99    0,99    0,00    0,00    0,00   83,17
14:06:18       4   15,31    0,00    3,06    0,00    0,00    0,00    0,00    0,00    0,00   81,63
14:06:18       5   17,35    0,00    1,02    0,00    1,02    0,00    0,00    0,00    0,00   80,61
14:06:18       6   25,51    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   72,45
14:06:18       7   30,30    0,00    6,06    0,00    1,01    0,00    0,00    0,00    0,00   62,63
14:06:18       8   16,49    0,00    2,06    0,00    0,00    0,00    0,00    0,00    0,00   81,44
14:06:18       9   16,00    0,00    3,00    0,00    1,00    1,00    0,00    0,00    0,00   79,00
14:06:18      10   15,15    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   81,82
14:06:18      11   14,29    0,00    3,06    0,00    0,00    0,00    0,00    0,00    0,00   82,65

14:06:18     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:06:19     all   18,01    0,00    2,01    0,00    0,50    0,42    0,00    0,00    0,00   79,06
14:06:19       0    8,08    0,00    1,01    0,00    1,01    2,02    0,00    0,00    0,00   87,88
14:06:19       1   21,78    0,00    1,98    0,00    0,99    0,00    0,00    0,00    0,00   75,25
14:06:19       2   19,39    0,00    7,14    0,00    0,00    0,00    0,00    0,00    0,00   73,47
14:06:19       3   11,34    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   88,66
14:06:19       4    8,08    0,00    2,02    0,00    1,01    1,01    0,00    0,00    0,00   87,88
14:06:19       5   29,00    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   69,00
14:06:19       6   29,00    0,00    2,00    0,00    1,00    1,00    0,00    0,00    0,00   67,00
14:06:19       7   29,00    0,00    3,00    0,00    0,00    0,00    0,00    0,00    0,00   68,00
14:06:19       8   15,53    0,00    1,94    0,00    0,97    0,97    0,00    0,00    0,00   80,58
14:06:19       9   14,43    0,00    1,03    0,00    0,00    0,00    0,00    0,00    0,00   84,54
14:06:19      10   15,00    0,00    1,00    0,00    1,00    0,00    0,00    0,00    0,00   83,00
14:06:19      11   15,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   84,00
