Input_Size,Time_ms
32,0.689067
64,1.10964
128,1.16973
256,0.370098
512,0.700517
1024,0.502908
2048,0.669088
4096,0.861624
8192,1.34566
16384,1.69149
32768,2.69939
65536,6.31155
131072,13.3068
262144,27.9576
524288,40.1758
1048576,71.3068
2097152,189.693
4194304,315.807
8388608,629.255
16777216,1260.84
