Input_Size,Time_ms
32,0.00651
64,0.008593
128,0.008281
256,0.00802
512,0.008072
1024,0.008437
2048,0.00875
4096,0.009635
8192,0.011666
16384,0.015104
32768,0.018281
65536,0.034166
131072,0.298333
262144,0.315885
524288,0.094479
1048576,0.360572
2097152,0.7
4194304,1.5462
8388608,2.83448
16777216,4.56448
