Input_Size,Time_ms
32,0.01564
64,0.003626
128,0.006047
256,0.009529
512,0.022305
1024,0.0426
2048,0.168169
4096,0.369625
8192,0.622568
16384,1.18513
32768,1.96633
65536,7.18308
131072,19.4379
262144,17.3147
524288,28.2845
1048576,73.6179
2097152,187.387
4194304,438.824
8388608,834.695
16777216,1507.68
