Input_Size,Time_ms
32,0.465134
64,0.304252
128,0.220795
256,0.232888
512,0.229522
1024,0.270479
2048,0.245481
4096,0.3134
8192,0.332405
16384,0.405753
32768,0.70221
65536,1.34063
131072,3.09737
262144,5.67997
524288,9.70906
1048576,21.6285
2097152,142.729
4194304,347.379
8388608,749.357
16777216,1566.72
