Input_Size,Time_ms
32,0.02212
64,0.001883
128,0.001563
256,0.002725
512,0.001563
1024,0.004007
2048,0.002164
4096,0.009537
8192,0.010098
16384,0.004408
32768,0.037388
65536,0.045002
131072,0.221521
262144,0.289324
524288,0.251455
1048576,0.503601
2097152,0.990794
4194304,1.85013
8388608,3.96047
16777216,7.23256
