Input_Size,Time_ms
32,0.012946
64,0.001483
128,0.002415
256,0.004318
512,0.008637
1024,0.018587
2048,0.04014
4096,0.087623
8192,0.19163
16384,0.414152
32768,0.965916
65536,2.24647
131072,4.70935
262144,9.7624
524288,20.6444
1048576,47.2001
2097152,160.868
4194304,371.613
8388608,791.493
16777216,1523.3
