Input_Size,Time_ms
32,0.180901
64,0.142047
128,0.192092
256,0.177825
512,0.166554
1024,0.202021
2048,0.182383
4096,0.219494
8192,0.273125
16384,0.374436
32768,0.690131
65536,1.4466
131072,2.97254
262144,7.02388
524288,12.0182
1048576,31.5603
2097152,139.254
4194304,331.301
8388608,710.134
16777216,1475.31
