Linux 6.14.8-200.fc41.x86_64 (fedora) 	02.12.2025 	_x86_64_	(12 CPU)

19:40:15     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19:40:16     all   11,86    0,00    0,87    0,00    0,12    0,25    0,00    0,00    0,00   86,89
19:40:16       0    1,00    0,00    0,00    0,00    1,00    1,00    0,00    0,00    0,00   97,00
19:40:16       2   92,00    0,00    6,00    0,00    0,00    0,00    0,00    0,00    0,00    2,00
19:40:16       4    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
19:40:16       6    0,99    0,00    0,99    0,00    0,00    0,00    0,00    0,00    0,00   98,02
19:40:16       8    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
19:40:16       9    0,98    0,00    0,00    0,00    0,00    0,98    0,00    0,00    0,00   98,04
19:40:16      10    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
19:40:16      11    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00

19:40:16     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19:40:17     all   12,30    0,00    0,88    0,00    0,00    0,25    0,00    0,00    0,00   86,57
19:40:17       0    2,02    0,00    0,00    0,00    0,00    1,01    0,00    0,00    0,00   96,97
19:40:17       2   93,00    0,00    6,00    0,00    0,00    1,00    0,00    0,00    0,00    0,00
19:40:17       4    1,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,00
19:40:17       6    1,01    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,99
19:40:17       8    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
19:40:17       9    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
19:40:17      10    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
19:40:17      11    0,98    0,00    0,98    0,00    0,00    0,00    0,00    0,00    0,00   98,04

19:40:17     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19:40:18     all   11,72    0,00    1,25    0,00    0,12    0,12    0,00    0,00    0,00   86,78
19:40:18       0    0,00    0,00    1,00    0,00    0,00    1,00    0,00    0,00    0,00   98,00
19:40:18       2   92,16    0,00    6,86    0,00    0,98    0,00    0,00    0,00    0,00    0,00
19:40:18       4    0,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   99,00
19:40:18       6    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
19:40:18       8    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
19:40:18       9    0,00    0,00    0,99    0,00    0,00    0,00    0,00    0,00    0,00   99,01
19:40:18      10    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
19:40:18      11    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00

19:40:18     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19:40:19     all   12,03    0,00    0,63    0,00    0,13    0,13    0,00    0,00    0,00   87,09
19:40:19       0    0,00    0,00    0,00    0,00    0,00    1,01    0,00    0,00    0,00   98,99
19:40:19       2   94,95    0,00    5,05    0,00    0,00    0,00    0,00    0,00    0,00    0,00
19:40:19       4    0,99    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,01
19:40:19       6    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
19:40:19       8    0,99    0,00    0,00    0,00    0,99    0,00    0,00    0,00    0,00   98,02
19:40:19       9    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
19:40:19      10    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
19:40:19      11    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00

19:40:19     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19:40:20     all   12,64    0,00    0,13    0,00    0,00    0,13    0,00    0,00    0,00   87,11
19:40:20       0    1,00    0,00    0,00    0,00    0,00    1,00    0,00    0,00    0,00   98,00
19:40:20       2  100,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00
19:40:20       4    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
19:40:20       6    0,00    0,00    0,99    0,00    0,00    0,00    0,00    0,00    0,00   99,01
19:40:20       8    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
19:40:20       9    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
19:40:20      10    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
19:40:20      11    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
