Input_Size,Time_ms
32,1.79535
64,0.800595
128,0.637446
256,0.671522
512,0.992293
1024,0.781915
2048,0.511857
4096,0.516113
8192,0.647335
16384,0.715668
32768,0.864748
65536,1.11182
131072,2.28466
262144,3.76133
524288,7.54038
1048576,19.3268
2097152,48.6679
4194304,112.954
8388608,212.467
16777216,430.634
33554432,896.542
