Input_Size,Time_ms
32,0.011678
64,0.002528
128,0.004647
256,0.00903
512,0.019271
1024,0.040689
2048,0.088503
4096,0.192782
8192,0.227405
16384,0.46911
32768,0.859557
65536,1.55342
131072,3.57307
262144,8.66749
524288,20.3282
1048576,61.8318
2097152,144.469
4194304,288.999
8388608,600.781
16777216,1249.63
33554432,2609.31
