Input_Size,Time_ms
32,0.377502
64,0.141777
128,0.130613
256,0.158171
512,0.139173
1024,0.276121
2048,0.197202
4096,0.221128
8192,0.360022
16384,0.595213
32768,1.0385
65536,1.31814
131072,3.26286
262144,5.5927
524288,11.0727
1048576,33.3465
2097152,76.3316
4194304,165.529
8388608,353.381
16777216,721.115
33554432,1523.89
