Input_Size,Time_ms
32,0.482569
64,0.378853
128,0.317166
256,0.307974
512,0.347999
1024,0.378583
2048,0.330224
4096,0.321323
8192,0.374917
16384,0.434351
32768,0.571204
65536,0.89526
131072,1.38313
262144,2.52728
524288,4.38266
1048576,10.7941
2097152,77.1275
4194304,188.538
8388608,437.435
16777216,918.334
33554432,1973.62
