Input_Size,Time_ms
32,0.0111
64,0.009496
128,0.01026
256,0.045364
512,0.051054
1024,0.018754
2048,0.02192
4096,0.024006
8192,0.033823
16384,0.057185
32768,0.540957
65536,0.641145
131072,0.883801
262144,2.28955
524288,4.03693
1048576,8.58995
2097152,17.7182
4194304,36.9868
8388608,78.3595
16777216,162.237
