Input_Size,Time_ms
32,0.160602
64,0.134306
128,0.151045
256,0.091171
512,0.13067
1024,0.292425
2048,0.259115
4096,0.185546
8192,0.25553
16384,0.373297
32768,0.598753
65536,1.14772
131072,2.73815
262144,5.77258
524288,8.62072
1048576,29.9416
2097152,118.735
4194304,290.988
8388608,625.969
16777216,1310.33
33554432,2673.97
