Input_Size,Time_ms
32,0.622964
64,0.546454
128,0.31052
256,0.288239
512,0.299651
1024,0.821468
2048,0.501861
4096,0.368627
8192,0.37026
16384,0.451349
32768,0.554569
65536,0.804016
131072,1.54787
262144,3.51917
524288,5.2375
1048576,9.12598
2097152,73.1935
4194304,204.893
8388608,437.013
16777216,1039.93
33554432,2053.05
