Linux 6.17.9-arch1-1 (arch) 	12/07/25 	_x86_64_	(16 CPU)

17:22:13     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:22:14     all   64.96    0.00    1.75    0.00    1.38    0.13    0.00    0.00    0.00   31.79
17:22:14       0   61.00    0.00    1.00    0.00    1.00    0.00    0.00    0.00    0.00   37.00
17:22:14       2   58.42    0.00    0.99    0.00    1.98    0.99    0.00    0.00    0.00   37.62
17:22:14       4   64.36    0.00    0.99    0.00    1.98    0.00    0.00    0.00    0.00   32.67
17:22:14       6   45.00    0.00    1.00    0.00    1.00    0.00    0.00    0.00    0.00   53.00
17:22:14       8   66.33    0.00    1.02    0.00    1.02    0.00    0.00    0.00    0.00   31.63
17:22:14      10   67.68    0.00    1.01    0.00    1.01    0.00    0.00    0.00    0.00   30.30
17:22:14      12   86.00    0.00    6.00    0.00    2.00    0.00    0.00    0.00    0.00    6.00
17:22:14      14   71.00    0.00    2.00    0.00    1.00    0.00    0.00    0.00    0.00   26.00

17:22:14     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:22:15     all   77.31    0.00    0.63    0.13    1.65    0.00    0.00    0.00    0.00   20.28
17:22:15       0   74.75    0.00    0.00    0.00    2.02    0.00    0.00    0.00    0.00   23.23
17:22:15       2   70.41    0.00    1.02    0.00    1.02    0.00    0.00    0.00    0.00   27.55
17:22:15       4   80.81    0.00    1.01    0.00    2.02    0.00    0.00    0.00    0.00   16.16
17:22:15       6   40.82    0.00    2.04    1.02    1.02    0.00    0.00    0.00    0.00   55.10
17:22:15       8   86.00    0.00    0.00    0.00    2.00    0.00    0.00    0.00    0.00   12.00
17:22:15      10   84.00    0.00    1.00    0.00    2.00    0.00    0.00    0.00    0.00   13.00
17:22:15      12   88.54    0.00    0.00    0.00    1.04    0.00    0.00    0.00    0.00   10.42
17:22:15      14   92.93    0.00    0.00    0.00    2.02    0.00    0.00    0.00    0.00    5.05

17:22:15     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:22:16     all   58.15    0.00    0.75    0.13    0.88    0.00    0.00    0.00    0.00   40.10
17:22:16       0   47.47    0.00    1.01    1.01    0.00    0.00    0.00    0.00    0.00   50.51
17:22:16       2   45.45    0.00    0.00    0.00    1.01    0.00    0.00    0.00    0.00   53.54
17:22:16       4   59.41    0.00    0.00    0.00    0.99    0.00    0.00    0.00    0.00   39.60
17:22:16       6   34.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   65.00
17:22:16       8   60.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   39.00
17:22:16      10   61.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   38.00
17:22:16      12   81.00    0.00    5.00    0.00    1.00    0.00    0.00    0.00    0.00   13.00
17:22:16      14   76.77    0.00    0.00    0.00    1.01    0.00    0.00    0.00    0.00   22.22

17:22:16     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:22:17     all   88.40    0.00    0.37    0.00    2.24    0.00    0.00    0.00    0.00    8.98
17:22:17       0   90.10    0.00    0.00    0.00    2.97    0.00    0.00    0.00    0.00    6.93
17:22:17       2   88.12    0.00    0.99    0.00    1.98    0.00    0.00    0.00    0.00    8.91
17:22:17       4   79.00    0.00    1.00    0.00    2.00    0.00    0.00    0.00    0.00   18.00
17:22:17       6   70.71    0.00    0.00    0.00    1.01    0.00    0.00    0.00    0.00   28.28
17:22:17       8   95.96    0.00    0.00    0.00    2.02    0.00    0.00    0.00    0.00    2.02
17:22:17      10   93.00    0.00    1.00    0.00    2.00    0.00    0.00    0.00    0.00    4.00
17:22:17      12   95.05    0.00    0.00    0.00    2.97    0.00    0.00    0.00    0.00    1.98
17:22:17      14   95.05    0.00    0.00    0.00    2.97    0.00    0.00    0.00    0.00    1.98


Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   72.21    0.00    0.88    0.06    1.54    0.03    0.00    0.00    0.00   25.28
Average:       0   68.42    0.00    0.50    0.25    1.50    0.00    0.00    0.00    0.00   29.32
Average:       2   65.66    0.00    0.75    0.00    1.50    0.25    0.00    0.00    0.00   31.83
Average:       4   70.82    0.00    0.75    0.00    1.75    0.00    0.00    0.00    0.00   26.68
Average:       6   47.61    0.00    0.76    0.25    1.01    0.00    0.00    0.00    0.00   50.38
Average:       8   77.08    0.00    0.25    0.00    1.51    0.00    0.00    0.00    0.00   21.16
Average:      10   76.44    0.00    0.75    0.00    1.50    0.00    0.00    0.00    0.00   21.30
Average:      12   87.66    0.00    2.77    0.00    1.76    0.00    0.00    0.00    0.00    7.81
Average:      14   83.96    0.00    0.50    0.00    1.75    0.00    0.00    0.00    0.00   13.78
