Linux 6.17.9-arch1-1 (arch) 	12/07/25 	_x86_64_	(16 CPU)

17:21:43     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:21:44     all   65.77    0.00    1.44    0.00    1.95    0.13    0.00    0.00    0.00   30.72
17:21:44       0   64.00    0.00    1.00    0.00    2.00    0.00    0.00    0.00    0.00   33.00
17:21:44       1   67.00    0.00    1.00    0.00    2.00    0.00    0.00    0.00    0.00   30.00
17:21:44       2   60.40    0.00    2.97    0.00    1.98    0.00    0.00    0.00    0.00   34.65
17:21:44       3   64.65    0.00    2.02    0.00    2.02    0.00    0.00    0.00    0.00   31.31
17:21:44       4   63.27    0.00    2.04    0.00    2.04    0.00    0.00    0.00    0.00   32.65
17:21:44       5   69.70    0.00    0.00    0.00    2.02    0.00    0.00    0.00    0.00   28.28
17:21:44       6   64.00    0.00    1.00    0.00    2.00    0.00    0.00    0.00    0.00   33.00
17:21:44       7   63.00    0.00    0.00    0.00    2.00    0.00    0.00    0.00    0.00   35.00
17:21:44       8   66.33    0.00    0.00    0.00    2.04    0.00    0.00    0.00    0.00   31.63
17:21:44       9   64.36    0.00    0.99    0.00    1.98    0.99    0.00    0.00    0.00   31.68
17:21:44      10   66.67    0.00    1.01    0.00    2.02    0.00    0.00    0.00    0.00   30.30
17:21:44      11   64.65    0.00    1.01    0.00    2.02    0.00    0.00    0.00    0.00   32.32
17:21:44      12   74.75    0.00    5.05    0.00    2.02    0.00    0.00    0.00    0.00   18.18
17:21:44      13   68.00    0.00    3.00    0.00    2.00    0.00    0.00    0.00    0.00   27.00
17:21:44      14   65.31    0.00    1.02    0.00    1.02    0.00    0.00    0.00    0.00   32.65
17:21:44      15   66.34    0.00    0.99    0.00    1.98    0.99    0.00    0.00    0.00   29.70

17:21:44     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:21:45     all   76.77    0.00    0.63    0.06    2.51    0.13    0.00    0.00    0.00   19.90
17:21:45       0   70.71    0.00    0.00    0.00    2.02    0.00    0.00    0.00    0.00   27.27
17:21:45       1   80.81    0.00    0.00    0.00    2.02    0.00    0.00    0.00    0.00   17.17
17:21:45       2   79.00    0.00    0.00    0.00    3.00    0.00    0.00    0.00    0.00   18.00
17:21:45       3   71.29    0.00    1.98    0.00    2.97    0.00    0.00    0.00    0.00   23.76
17:21:45       4   76.24    0.00    1.98    0.00    2.97    0.99    0.00    0.00    0.00   17.82
17:21:45       5   73.00    0.00    0.00    0.00    2.00    1.00    0.00    0.00    0.00   24.00
17:21:45       6   79.80    0.00    1.01    0.00    2.02    0.00    0.00    0.00    0.00   17.17
17:21:45       7   71.72    0.00    0.00    0.00    2.02    0.00    0.00    0.00    0.00   26.26
17:21:45       8   73.74    0.00    0.00    0.00    2.02    0.00    0.00    0.00    0.00   24.24
17:21:45       9   80.20    0.00    0.00    0.00    2.97    0.00    0.00    0.00    0.00   16.83
17:21:45      10   72.45    0.00    1.02    1.02    2.04    0.00    0.00    0.00    0.00   23.47
17:21:45      11   79.00    0.00    0.00    0.00    3.00    0.00    0.00    0.00    0.00   18.00
17:21:45      12   72.00    0.00    0.00    0.00    3.00    0.00    0.00    0.00    0.00   25.00
17:21:45      13   78.79    0.00    0.00    0.00    2.02    0.00    0.00    0.00    0.00   19.19
17:21:45      14   90.91    0.00    3.03    0.00    3.03    0.00    0.00    0.00    0.00    3.03
17:21:45      15   78.79    0.00    1.01    0.00    3.03    0.00    0.00    0.00    0.00   17.17

