Input_Size,Time_ms
32,1.05964
64,0.572359
128,0.618209
256,0.593742
512,0.645962
1024,0.631329
2048,0.631429
4096,0.668126
8192,0.706775
16384,0.71651
32768,0.97725
65536,1.11007
131072,1.65002
262144,2.43666
524288,4.45686
1048576,10.1365
2097152,73.4932
4194304,193.672
8388608,423.602
16777216,893.315
33554432,1895.12
