Linux 6.17.9-arch1-1 (arch) 	12/07/25 	_x86_64_	(16 CPU)

17:22:02     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:22:03     all   37.06    0.00    0.88    0.25    0.50    0.00    0.00    0.00    0.00   61.31
17:22:03       0   74.00    0.00    1.00    0.00    1.00    0.00    0.00    0.00    0.00   24.00
17:22:03       2   71.43    0.00    0.00    0.00    1.02    0.00    0.00    0.00    0.00   27.55
17:22:03       4   90.82    0.00    4.08    0.00    1.02    0.00    0.00    0.00    0.00    4.08
17:22:03       6   61.00    0.00    1.00    0.00    1.00    0.00    0.00    0.00    0.00   37.00
17:22:03       8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:22:03      10    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
17:22:03      12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:22:03      14    0.99    0.00    0.00    1.98    0.00    0.00    0.00    0.00    0.00   97.03

17:22:03     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:22:04     all   42.09    0.00    0.37    0.00    0.62    0.00    0.00    0.00    0.00   56.91
17:22:04       0   85.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   14.00
17:22:04       2   83.17    0.00    0.00    0.00    0.99    0.00    0.00    0.00    0.00   15.84
17:22:04       4   96.08    0.00    1.96    0.00    1.96    0.00    0.00    0.00    0.00    0.00
17:22:04       6   71.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   28.00
17:22:04       8    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
17:22:04      10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:22:04      12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:22:04      14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

17:22:04     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:22:05     all   31.74    0.00    0.63    0.00    0.38    0.00    0.00    0.00    0.00   67.25
17:22:05       0   63.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   36.00
17:22:05       2   60.61    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   39.39
17:22:05       4   94.00    0.00    4.00    0.00    1.00    0.00    0.00    0.00    0.00    1.00
17:22:05       6   35.29    0.00    0.98    0.00    0.98    0.00    0.00    0.00    0.00   62.75
17:22:05       8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:22:05      10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:22:05      12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:22:05      14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

17:22:05     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:22:06     all   49.37    0.00    0.75    0.25    0.63    0.00    0.00    0.00    0.00   49.00
17:22:06       0   98.99    0.00    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00
17:22:06       2   98.00    0.00    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00
17:22:06       4   98.99    0.00    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00
17:22:06       6   98.99    0.00    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00
17:22:06       8    0.99    0.00    1.98    1.98    0.00    0.00    0.00    0.00    0.00   95.05
17:22:06      10    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
17:22:06      12    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
17:22:06      14    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00


Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   40.08    0.00    0.66    0.13    0.53    0.00    0.00    0.00    0.00   58.61
Average:       0   80.20    0.00    0.25    0.00    1.00    0.00    0.00    0.00    0.00   18.55
Average:       2   78.39    0.00    0.00    0.00    1.01    0.00    0.00    0.00    0.00   20.60
Average:       4   94.99    0.00    2.51    0.00    1.25    0.00    0.00    0.00    0.00    1.25
Average:       6   66.33    0.00    0.50    0.00    1.00    0.00    0.00    0.00    0.00   32.17
Average:       8    0.25    0.00    0.75    0.50    0.00    0.00    0.00    0.00    0.00   98.50
Average:      10    0.00    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   99.25
Average:      12    0.25    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.50
Average:      14    0.25    0.00    0.25    0.50    0.00    0.00    0.00    0.00    0.00   99.00
