Linux 6.17.9-arch1-1 (arch) 	12/07/25 	_x86_64_	(16 CPU)

17:21:55     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:21:56     all   18.70    0.00    0.87    0.00    0.37    0.00    0.00    0.00    0.00   80.05
17:21:56       0   93.94    0.00    4.04    0.00    1.01    0.00    0.00    0.00    0.00    1.01
17:21:56       2   56.44    0.00    0.99    0.00    0.99    0.00    0.00    0.00    0.00   41.58
17:21:56       4    0.00    0.00    0.00    0.00    0.99    0.00    0.00    0.00    0.00   99.01
17:21:56       6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:56       8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:56      10    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
17:21:56      12    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
17:21:56      14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

17:21:56     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:21:57     all   18.95    0.00    0.38    0.00    0.00    0.00    0.00    0.00    0.00   80.68
17:21:57       0   97.96    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00
17:21:57       2   53.54    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   46.46
17:21:57       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:57       6    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
17:21:57       8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:57      10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:57      12    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
17:21:57      14    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01

17:21:57     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:21:58     all   21.53    0.00    1.25    0.13    0.38    0.00    0.00    0.00    0.00   76.72
