Input_Size,Time_ms
32,1.0882
64,0.564479
128,0.517923
256,0.542613
512,0.557287
1024,0.650579
2048,0.570899
4096,0.591723
8192,0.713431
16384,0.710907
32768,0.721745
65536,0.960985
131072,2.19718
262144,2.03694
524288,3.32503
1048576,7.11852
2097152,70.2616
4194304,182.289
8388608,437.477
16777216,895.01
33554432,1925.17
