Input_Size,Time_ms
32,0.36194
64,0.218339
128,0.184359
256,0.215736
512,0.193249
1024,0.259499
2048,0.233177
4096,0.257886
8192,0.308086
16384,0.389763
32768,0.583974
65536,2.29415
131072,1.92511
262144,3.49584
524288,6.78431
1048576,19.4102
2097152,91.3479
4194304,227.922
8388608,514.301
16777216,1022.56
33554432,2136
