# started on Tue Dec  2 19:40:15 2025

5940417070,,cpu_atom/cycles/u,1131400,0,00,,
24753570499,,cpu_core/cycles/u,5895573751,99,00,,
8986778785,,cpu_atom/instructions/u,1131400,0,00,1,insn per cycle
45485263053,,cpu_core/instructions/u,5895573751,99,00,1,insn per cycle
98608504,,cpu_atom/cache-references/u,1131400,0,00,,
461706242,,cpu_core/cache-references/u,5895573751,99,00,,
67196587,,cpu_atom/cache-misses/u,1131400,0,00,68,of all cache refs
323364895,,cpu_core/cache-misses/u,5895573751,99,00,70,of all cache refs
1582525769,,cpu_atom/branch-instructions/u,1131400,0,00,,
5068169412,,cpu_core/branch-instructions/u,5895573751,99,00,,
47990861,,cpu_atom/branch-misses/u,1131400,0,00,3,of all branches
5135736,,cpu_core/branch-misses/u,5895573751,99,00,0,of all branches
