# started on Tue Dec  2 19:40:04 2025

3025687376,,cpu_atom/cycles/u,1316042,0,00,,
46412050894,,cpu_core/cycles/u,11641929227,99,00,,
1796824524,,cpu_atom/instructions/u,1316042,0,00,0,insn per cycle
45887386984,,cpu_core/instructions/u,11641929227,99,00,0,insn per cycle
57940106,,cpu_atom/cache-references/u,1316042,0,00,,
853104362,,cpu_core/cache-references/u,11641929227,99,00,,
47783556,,cpu_atom/cache-misses/u,1316042,0,00,82,of all cache refs
417886673,,cpu_core/cache-misses/u,11641929227,99,00,48,of all cache refs
371696088,,cpu_atom/branch-instructions/u,1316042,0,00,,
4934136374,,cpu_core/branch-instructions/u,11641929227,99,00,,
25957592,,cpu_atom/branch-misses/u,1316042,0,00,6,of all branches
6715705,,cpu_core/branch-misses/u,11641929227,99,00,0,of all branches
