Input_Size,Time_ms
32,0.436498
64,0.281127
128,0.252773
256,0.258604
512,0.254868
1024,0.33061
2048,0.354364
4096,0.511328
8192,0.359674
16384,0.469109
32768,0.848731
65536,1.29702
131072,2.36196
262144,4.82928
524288,9.62584
1048576,26.1847
2097152,140.813
4194304,341.877
8388608,739.444
16777216,1562.9
