Input_Size,Time_ms
32,0.009648
64,0.001322
128,0.002124
256,0.003957
512,0.008496
1024,0.018434
2048,0.039995
4096,0.087874
8192,0.19212
16384,0.413154
32768,1.0026
65536,2.17943
131072,4.71243
262144,9.98105
524288,20.9107
1048576,55.7962
2097152,161.391
4194304,367.763
8388608,777.732
16777216,1551.65
