Linux 6.17.9-arch1-1 (arch) 	11/30/25 	_x86_64_	(16 CPU)

11:51:46     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:51:47     all   14.14    0.00    0.44    0.00    0.56    0.13    0.00    0.00    0.00   84.73
11:51:47       0   16.83    0.00    0.00    0.00    0.99    0.99    0.00    0.00    0.00   81.19
11:51:47       1    2.00    0.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   97.00
11:51:47       2   16.16    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   82.83
11:51:47       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:51:47       4   19.80    0.00    0.00    0.00    0.99    0.00    0.00    0.00    0.00   79.21
11:51:47       5    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
11:51:47       6   14.00    0.00    1.00    0.00    1.00    0.00    0.00    0.00    0.00   84.00
11:51:47       7    1.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   98.00
11:51:47       8    6.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   93.94
11:51:47       9   12.87    0.00    0.99    0.00    0.99    0.00    0.00    0.00    0.00   85.15
11:51:47      10   14.00    0.00    1.00    0.00    1.00    0.00    0.00    0.00    0.00   84.00
11:51:47      11    6.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   93.94
11:51:47      12    2.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.98
11:51:47      13   18.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   81.00
11:51:47      14   66.67    0.00    1.01    0.00    1.01    0.00    0.00    0.00    0.00   31.31
11:51:47      15   30.00    0.00    1.00    0.00    1.00    0.00    0.00    0.00    0.00   68.00

11:51:47     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:51:48     all   18.17    0.00    0.38    0.06    0.63    0.00    0.00    0.00    0.00   80.76
11:51:48       0    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
11:51:48       1   29.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   70.00
11:51:48       2   28.00    0.00    0.00    1.00    2.00    0.00    0.00    0.00    0.00   69.00
11:51:48       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:51:48       4   29.29    0.00    1.01    0.00    1.01    0.00    0.00    0.00    0.00   68.69
11:51:48       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:51:48       6   26.26    0.00    0.00    0.00    1.01    0.00    0.00    0.00    0.00   72.73
11:51:48       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:51:48       8   28.71    0.00    0.99    0.00    1.98    0.00    0.00    0.00    0.00   68.32
11:51:48       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:51:48      10   30.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   69.00
11:51:48      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:51:48      12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:51:48      13   81.63    0.00    2.04    0.00    1.02    0.00    0.00    0.00    0.00   15.31
11:51:48      14   11.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   88.00
11:51:48      15   28.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   71.00

11:51:48     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:51:49     all   29.76    0.00    0.37    0.00    1.12    0.19    0.00    0.00    0.00   68.56
11:51:49       0   37.62    0.00    0.99    0.00    1.98    0.99    0.00    0.00    0.00   58.42
11:51:49       1   16.83    0.00    0.00    0.00    0.99    0.99    0.00    0.00    0.00   81.19
11:51:49       2   45.00    0.00    1.00    0.00    1.00    0.00    0.00    0.00    0.00   53.00
11:51:49       3    8.82    0.00    0.98    0.00    0.98    0.00    0.00    0.00    0.00   89.22
11:51:49       4   54.55    0.00    0.00    0.00    2.02    0.00    0.00    0.00    0.00   43.43
11:51:49       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:51:49       6   41.58    0.00    0.00    0.00    1.98    0.00    0.00    0.00    0.00   56.44
11:51:49       7   11.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   88.00
11:51:49       8    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
11:51:49       9   54.00    0.00    0.00    0.00    2.00    0.00    0.00    0.00    0.00   44.00
11:51:49      10   54.55    0.00    0.00    0.00    2.02    0.00    0.00    0.00    0.00   43.43
11:51:49      11    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
11:51:49      12   12.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   87.00
11:51:49      13   86.87    0.00    0.00    0.00    2.02    0.00    0.00    0.00    0.00   11.11
11:51:49      14   53.47    0.00    0.00    0.00    1.98    0.99    0.00    0.00    0.00   43.56
11:51:49      15    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01


Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   20.70    0.00    0.40    0.02    0.77    0.10    0.00    0.00    0.00   78.01
Average:       0   18.21    0.00    0.66    0.00    0.99    0.66    0.00    0.00    0.00   79.47
Average:       1   15.95    0.00    0.00    0.00    0.66    0.66    0.00    0.00    0.00   82.72
Average:       2   29.77    0.00    0.67    0.33    1.00    0.00    0.00    0.00    0.00   68.23
Average:       3    2.99    0.00    0.33    0.00    0.33    0.00    0.00    0.00    0.00   96.35
Average:       4   34.45    0.00    0.33    0.00    1.34    0.00    0.00    0.00    0.00   63.88
Average:       5    0.33    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.33
Average:       6   27.33    0.00    0.33    0.00    1.33    0.00    0.00    0.00    0.00   71.00
Average:       7    4.00    0.00    0.33    0.00    0.33    0.00    0.00    0.00    0.00   95.33
Average:       8   12.00    0.00    0.33    0.00    0.67    0.00    0.00    0.00    0.00   87.00
Average:       9   22.26    0.00    0.33    0.00    1.00    0.00    0.00    0.00    0.00   76.41
Average:      10   32.78    0.00    0.33    0.00    1.34    0.00    0.00    0.00    0.00   65.55
Average:      11    2.01    0.00    0.34    0.00    0.00    0.00    0.00    0.00    0.00   97.65
Average:      12    4.68    0.00    0.00    0.00    0.33    0.00    0.00    0.00    0.00   94.98
Average:      13   61.95    0.00    0.67    0.00    1.35    0.00    0.00    0.00    0.00   36.03
Average:      14   43.67    0.00    0.67    0.00    1.00    0.33    0.00    0.00    0.00   54.33
Average:      15   19.27    0.00    0.66    0.00    0.66    0.00    0.00    0.00    0.00   79.40
