Input_Size,Time_ms
32,0.009137
64,0.001192
128,0.001904
256,0.003628
512,0.007645
1024,0.016472
2048,0.035669
4096,0.078051
8192,0.168094
16384,0.294439
32768,0.695655
65536,1.55405
131072,3.30986
262144,7.16291
524288,14.8126
1048576,44.1528
2097152,132.58
4194304,312.745
8388608,686.358
16777216,1439.86
