Input_Size,Time_ms
32,0.217607
64,0.204321
128,0.175217
256,0.097221
512,0.10179
1024,0.160369
2048,0.188922
4096,0.247812
8192,0.302294
16384,0.529589
32768,0.761471
65536,1.28938
131072,3.20616
262144,6.48346
524288,12.2335
1048576,38.0308
2097152,138.446
4194304,340.231
8388608,710.765
16777216,1439.34
