Input_Size,Time_ms
32,0.011001
64,0.001353
128,0.002104
256,0.003947
512,0.008475
1024,0.018535
2048,0.040005
4096,0.087493
8192,0.209331
16384,0.412439
32768,0.999425
65536,2.21248
131072,4.71616
262144,9.9199
524288,20.7165
1048576,54.0496
2097152,154.066
4194304,337.161
8388608,672.501
16777216,1409.94
