Input_Size,Time_ms
32,0.134361
64,0.189844
128,0.179475
256,0.145912
512,0.17115
1024,0.174837
2048,0.202258
4096,0.222545
8192,0.256238
16384,0.480257
32768,0.924696
65536,1.52506
131072,2.99518
262144,5.8569
524288,12.1933
1048576,41.7358
2097152,140.533
4194304,326.598
8388608,693.247
16777216,1475.68
