Input_Size,Time_ms
32,0.290963
64,0.248233
128,0.201246
256,0.191287
512,0.228226
1024,0.188592
2048,0.23012
4096,0.225992
8192,0.280353
16384,0.372806
32768,0.611452
65536,1.23663
131072,2.54871
262144,4.94813
524288,10.3558
1048576,33.9084
2097152,139.375
4194304,329.875
8388608,727.266
16777216,1511.17
