Input_Size,Time_ms
32,0.02132
64,0.006812
128,0.006813
256,0.009899
512,0.001643
1024,0.001964
2048,0.002966
4096,0.007494
8192,0.006973
16384,0.009097
32768,0.03759
65536,0.049893
131072,0.226302
262144,0.126145
524288,0.41752
1048576,0.504451
2097152,0.916109
4194304,1.68428
8388608,3.87771
16777216,7.64126
