Input_Size,Time_ms
32,0.809958
64,0.654564
128,0.611737
256,0.712822
512,0.651478
1024,0.626187
2048,0.584913
4096,0.620004
8192,0.675987
16384,0.803185
32768,0.993279
65536,1.6745
131072,2.79958
262144,4.74627
524288,8.96715
1048576,30.8695
2097152,143.139
4194304,346.233
8388608,773.793
16777216,1584.03
