Input_Size,Time_ms
32,0.009808
64,0.001312
128,0.002124
256,0.003968
512,0.008536
1024,0.018465
2048,0.058901
4096,0.088967
8192,0.190387
16384,0.443501
32768,1.01887
65536,2.20554
131072,4.62269
262144,9.85142
524288,20.8623
1048576,54.6388
2097152,159.592
4194304,363.222
8388608,708.732
16777216,1413.24
