Input_Size,Time_ms
32,0.422678
64,0.341269
128,0.26423
256,0.307796
512,0.274562
1024,0.251302
2048,0.267196
4096,0.319782
8192,0.336228
16384,0.44168
32768,0.668868
65536,1.32462
131072,2.44176
262144,4.39123
524288,9.90503
1048576,30.0076
2097152,144.286
4194304,360.172
8388608,733.005
16777216,1544.47
