Input_Size,Time_ms
32,0.493049
64,0.361155
128,0.288184
256,0.262125
512,0.276853
1024,0.255923
2048,0.282213
4096,0.280961
8192,0.325447
16384,0.456849
32768,0.624642
65536,1.40602
131072,2.43189
262144,4.37814
524288,10.063
1048576,30.6521
2097152,154.984
4194304,345.469
8388608,756.054
16777216,1543.79
