Input_Size,Time_ms
32,0.007254
64,0.001002
128,0.001553
256,0.002856
512,0.006142
1024,0.013166
2048,0.028427
4096,0.063296
8192,0.13606
16384,0.302249
32768,0.860586
65536,1.59215
131072,3.25561
262144,7.26941
524288,14.7195
1048576,43.763
2097152,131.774
4194304,314.231
8388608,678.852
16777216,1414.23
