Input_Size,Time_ms
32,0.010597
64,0.002319
128,0.003945
256,0.007881
512,0.016516
1024,0.035551
2048,0.081465
4096,0.184372
8192,0.380837
16384,0.687353
32768,1.08981
65536,3.06556
131072,4.48471
262144,9.49335
524288,21.2841
1048576,60.7808
2097152,140.678
4194304,292.681
8388608,618.562
16777216,1274.66
33554432,2630.61
