Input_Size,Time_ms
32,0.466259
64,0.20857
128,0.139462
256,0.165382
512,0.161372
1024,0.188105
2048,0.219489
4096,0.254525
8192,0.506583
16384,0.933623
32768,1.80389
65536,2.53946
131072,2.66328
262144,5.26281
524288,12.7231
1048576,39.3114
2097152,93.9621
4194304,206.035
8388608,428.042
16777216,909.35
33554432,1853.13
