Linux 6.14.8-200.fc41.x86_64 (fedora) 	07.12.2025 	_x86_64_	(12 CPU)

14:06:28     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:06:29     all   41,34    0,00    1,17    0,00    0,33    0,00    0,00    0,00    0,00   57,15
14:06:29       0   64,00    0,00    0,00    0,00    1,00    0,00    0,00    0,00    0,00   35,00
14:06:29       1   65,00    0,00    9,00    0,00    0,00    0,00    0,00    0,00    0,00   26,00
14:06:29       2   61,62    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   37,37
14:06:29       3   61,22    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   38,78
14:06:29       4   60,00    0,00    0,00    0,00    1,00    0,00    0,00    0,00    0,00   39,00
14:06:29       5   65,00    0,00    0,00    0,00    1,00    0,00    0,00    0,00    0,00   34,00
14:06:29       6   58,00    0,00    2,00    0,00    1,00    0,00    0,00    0,00    0,00   39,00
14:06:29       7   60,00    0,00    1,00    0,00    0,00    0,00    0,00    0,00    0,00   39,00
14:06:29       8    0,00    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   98,99
14:06:29       9    1,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,00
14:06:29      10    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
14:06:29      11    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00

14:06:29     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:06:30     all   43,00    0,00    0,92    0,00    0,08    0,00    0,00    0,00    0,00   55,99
14:06:30       0   64,65    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   35,35
14:06:30       1   70,41    0,00   11,22    0,00    0,00    0,00    0,00    0,00    0,00   18,37
14:06:30       2   64,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   36,00
14:06:30       3   68,32    0,00    0,00    0,00    0,99    0,00    0,00    0,00    0,00   30,69
14:06:30       4   59,60    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   40,40
14:06:30       5   68,69    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   31,31
14:06:30       6   55,10    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   44,90
14:06:30       7   65,66    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   34,34
14:06:30       8    1,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   99,00
14:06:30       9    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
14:06:30      10    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
14:06:30      11    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00  100,00
