Input_Size,Time_ms
32,0.870665
64,0.625475
128,0.49094
256,0.622206
512,0.415895
1024,1.27804
2048,0.664094
4096,0.524475
8192,0.584163
16384,0.996862
32768,1.05719
65536,2.90096
131072,5.11337
262144,6.239
524288,12.6238
1048576,18.4065
2097152,48.4533
4194304,100.53
8388608,208.784
16777216,444
33554432,932.592
