Input_Size,Time_ms
32,0.645441
64,0.185678
128,0.189381
256,0.199363
512,0.197315
1024,0.205364
2048,0.258016
4096,0.284281
8192,0.310817
16384,0.513733
32768,0.777603
65536,1.57745
131072,2.72221
262144,4.94513
524288,11.2488
1048576,22.9396
2097152,55.0316
4194304,115.445
8388608,246.418
16777216,497.061
33554432,996.879
